cod_enc,city,school,cod_inst,gender,ida_time,ida_time_g1,ida_bythemself,vuelta_bythemself,parent_studies,family_vehicle,household_income,walk,mode_ida,mode_vuelta,mode_ida_g1,mode_vuelta_g1,mode_ida_g2,mode_vuelta_g2,mode_active,motiv_modo_distancia,motiv_modo_seguridad_vial,motiv_modo_seguridad_personal,motiv_modo_relaciones_sociales,motiv_modo_costo,motiv_modo_salud,motiv_modo_conveniencia,motiv_modo_na,preocupa_distancia,preocupa_trafico,preocupa_velocidad,preocupa_tiempo,preocupa_seguridad_cruces,preocupa_falta_policias,preocupa_violencia,preocupa_frio_calor,preocupa_lluvia,preocupa_peso,preocupa_falta_otros_adultos,preocupa_aceras,preocupa_falta_otros_ninos,preocupa_aburrido_caminar,preocupa_falta_otros_adultos_bici,preocupa_falta_ciclovias,preocupa_falta_lugares_bici,preocupa_falta_otrosninos_bici,preocupa_aburrido_bici,bnfam_obesity,bnfam_cvrisk,bnfam_traffic,bnfam_academic,bnfam4l_obesity,bnfam4l_cvrisk,bnfam4l_traffic,bnfam4l_academic,improve_menor_distancia,improve_menor_trafico,improve_seguridad_intersecciones,improve_menor_crimen,improve_mas_gente,improve_veredas,improve_ciclovia,improve_lugares_bici,improve_masninos_bici,dens_cat,emaps_cat
I-AGB-017,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,Yes,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,Some,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Totally agree,No,No,No,Yes,No,No,No,No,No,High,Low
I-AGB-016,Ibarra,Ana Luisa Leoro,10H00050,Male,0-5,less_15,No,Yes,No,Yes,high,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,1,0,0,0,0,0,0,A little,A little,Some,Some,Some,Some,Some,Some,A little,A little,A lot,A lot,A lot,A lot,Not at all,Not at all,NA,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,High,Low
I-AGB-015,Ibarra,Ana Luisa Leoro,10H00050,Male,31-60,more_15,No,No,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-014,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,No,Yes,Yes,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I_AGB_013,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,Yes,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A little,Some,Some,A lot,Not at all,A little,A lot,Some,A little,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Disagree,Agree,Disagree,Totally disagree,Totally disagree,Somehow agree,Totally disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,High,Low
I-AGB-012,Ibarra,Ana Luisa Leoro,10H00050,Male,0-5,less_15,No,No,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,1,1,0,0,0,0,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,No,No,No,No,No,No,No,No,High,Low
I-AGB-011,Ibarra,Ana Luisa Leoro,10H00050,NA,16-30,more_15,Yes,Yes,Yes,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,NA,NA,NA,Somehow disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-010,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,Yes,Yes,Yes,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-009,Ibarra,Ana Luisa Leoro,10H00050,Male,16-30,more_15,Yes,Yes,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A little,A lot,A lot,A lot,A lot,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,Yes,No,No,No,No,No,No,Yes,High,Low
I-AGB-008,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,Yes,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-007,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,Yes,No,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-006,Ibarra,Ana Luisa Leoro,10H00050,NA,6-15,less_15,No,No,Yes,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,Some,A lot,Some,A little,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,No,No,No,No,No,No,No,High,Low
I-AGB-005,Ibarra,Ana Luisa Leoro,10H00050,Male,NA,NA,No,Yes,Yes,Yes,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,A little,Disagree,Disagree,Disagree,Disagree,Somehow disagree,Somehow disagree,Somehow disagree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
IM_029,Cuenca,Isabel Moscoso,01H00491,NA,0-5,less_15,No,No,No,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,Some,A lot,Some,A lot,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,A little,A lot,A lot,Some,A lot,A little,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
I-IOP-001,Ibarra,Agustín Cueva,10H00004,Male,>60,more_15,Yes,Yes,No,No,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Not at all,A little,A little,Some,Some,Some,A little,NA,A little,Not at all,Not at all,NA,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Low,NA
I-IOP-002,Ibarra,Agustín Cueva,10H00004,Female,0-5,less_15,No,No,No,No,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,Yes,Yes,NA,Yes,No,Yes,Yes,Yes,No,Low,NA
I-IOP-003,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,Yes,Yes,NA,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,Some,A lot,A lot,Some,A little,A lot,A lot,A lot,Not at all,Some,Some,Not at all,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,Low,NA
I-IOP-004,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,Yes,Yes,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-005,Ibarra,Agustín Cueva,10H00004,Male,>60,more_15,No,No,No,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,Not at all,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,Some,Some,A lot,A lot,Some,A lot,Agree,NA,Disagree,Agree,Somehow agree,NA,Somehow disagree,Somehow agree,No,No,No,No,No,No,Yes,No,No,Low,NA
I-IOP-006,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,No,No,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A little,A little,A lot,A lot,A lot,A lot,A lot,A little,A little,Some,A little,A lot,A little,Not at all,A little,A lot,A little,A little,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-007,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,No,Yes,Yes,No,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,Not at all,A lot,A lot,Not at all,A lot,A lot,Some,A little,A little,A little,Some,A lot,NA,Some,Not at all,A lot,A lot,Some,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Low,NA
I-IOP-008,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,No,No,Yes,Yes,NA,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,Agree,NA,NA,NA,Somehow agree,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-009,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,No,Yes,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-010,Ibarra,Agustín Cueva,10H00004,Male,16-30,more_15,Yes,Yes,Yes,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Low,NA
I-IOP-011,Ibarra,Agustín Cueva,10H00004,Female,16-30,more_15,No,No,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,Some,A lot,A lot,A lot,A lot,Some,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Disagree,Disagree,Totally agree,Totally agree,Totally disagree,Totally disagree,No,No,No,No,Yes,No,Yes,Yes,Yes,Low,NA
I-IOP-012,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,Yes,No,No,Yes,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,1,0,NA,A lot,A lot,A lot,A lot,A lot,A lot,A little,A little,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-013,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,No,No,Yes,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,NA,A lot,A lot,Some,NA,NA,A lot,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Somehow agree,Somehow agree,No,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,Low,NA
I-IOP-014,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,No,No,No,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,NA,Agree,Disagree,NA,NA,Totally agree,Totally disagree,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Low,NA
I-IOP-015,Ibarra,Agustín Cueva,10H00004,Male,16-30,more_15,No,No,Yes,Yes,NA,Yes,Motorbike,Motorbike,Private vehicle,Private vehicle,Motorised,Motorised,No,0,1,0,0,0,0,0,0,A little,A lot,Not at all,Not at all,A lot,A lot,A lot,Some,A lot,Some,A little,A lot,Some,A little,Not at all,Not at all,Not at all,A little,Not at all,Disagree,Disagree,Disagree,NA,Totally disagree,Totally disagree,Totally disagree,NA,No,Yes,No,No,No,No,No,No,No,Low,NA
I-IOP-016,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,No,Yes,No,No,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,Some,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,Not at all,A lot,Agree,Agree,Disagree,Agree,Totally agree,Totally agree,Somehow disagree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-017,Ibarra,Agustín Cueva,10H00004,Male,0-5,less_15,Yes,Yes,No,No,high,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Not at all,A little,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,Some,Some,NA,A lot,A lot,A lot,A lot,Disagree,Agree,Agree,Agree,Totally disagree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,NA,NA,NA,Yes,NA,Yes,Low,NA
I-IOP-018,Ibarra,Agustín Cueva,10H00004,Female,0-5,less_15,No,No,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-019,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,Yes,No,No,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,1,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,Some,A little,Not at all,Not at all,A little,A little,A lot,Not at all,A little,Agree,Disagree,Agree,Disagree,Totally agree,Totally disagree,Somehow agree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-021,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,Yes,Yes,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,Some,Some,A lot,A lot,Some,Some,A little,A little,A little,Disagree,Disagree,Disagree,Disagree,Somehow disagree,Totally disagree,Totally disagree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-022,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,Yes,Yes,Yes,Yes,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,A lot,A lot,A lot,NA,A lot,A lot,NA,NA,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Somehow agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA
I-IOP-020,Ibarra,Agustín Cueva,10H00004,Male,16-30,more_15,No,No,Yes,Yes,low,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A little,A lot,A lot,A lot,A lot,A lot,Some,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,Disagree,Disagree,Disagree,NA,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
IM_001,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,No,No,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,No,No,No,No,No,No,No,No,Low,High
IM_002,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,Yes,No,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,1,0,0,0,Not at all,Not at all,Some,A lot,Not at all,A lot,A lot,Not at all,Some,Some,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_003,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,No,No,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,A lot,Disagree,Disagree,Disagree,Agree,Totally disagree,Totally disagree,Totally disagree,Somehow agree,No,No,No,No,No,No,No,No,No,Low,High
IM_004,Cuenca,Isabel Moscoso,01H00491,Male,0-5,less_15,Yes,No,Yes,Yes,high,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,Some,A lot,Some,Some,Some,A lot,A lot,Some,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Low,High
IM_005,Cuenca,Isabel Moscoso,01H00491,Male,NA,NA,No,No,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Disagree,Disagree,Somehow agree,Somehow agree,Totally disagree,Totally disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,High
IM_006,Cuenca,Isabel Moscoso,01H00491,Male,0-5,less_15,No,Yes,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A little,A lot,A lot,A lot,Some,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_007,Cuenca,Isabel Moscoso,01H00491,Female,0-5,less_15,Yes,Yes,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Not at all,NA,Not at all,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,A lot,NA,A lot,A lot,A lot,NA,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
I-AGB-001,Ibarra,Ana Luisa Leoro,10H00050,Male,16-30,more_15,Yes,Yes,NA,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,Agree,NA,NA,NA,Somehow agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-002,Ibarra,Ana Luisa Leoro,10H00050,Male,NA,NA,Yes,Yes,No,NA,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-003,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,NA,NA,NA,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-012,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,No,No,Yes,Yes,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,Not at all,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,High,Low
I-AGB-004,Ibarra,Ana Luisa Leoro,10H00050,NA,6-15,less_15,Yes,Yes,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,Some,Some,Some,A lot,Some,Some,Some,A lot,A lot,Some,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-013,Ibarra,Velasco Ibarra,10H00090,Male,NA,NA,No,No,Yes,No,NA,No,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,1,A little,A lot,A lot,A lot,A lot,A lot,A lot,NA,Some,A little,Some,A lot,Some,Not at all,A lot,A lot,A lot,A little,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-014,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,No,No,No,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,1,0,0,0,0,0,0,A little,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-015,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,No,No,No,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,NA,NA,NA,NA,A lot,NA,NA,NA,NA,NA,A lot,NA,NA,NA,NA,NA,A lot,NA,NA,Agree,Agree,Agree,NA,Somehow agree,Totally agree,Totally agree,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,High,Low
I-DLJ-016,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,Yes,Yes,Yes,No,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,1,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,High,Low
I-DLJ-017,Ibarra,Velasco Ibarra,10H00090,Female,6-15,less_15,No,Yes,No,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,High,Low
